num_voters,num_alternatives,unique_winner_frequency,winner_frequency,2_winner_frequency,3_winner_frequency,4_winner_frequency,5_winner_frequency
56,3,0.9595,1.0,0.0405,0.0,0.0,0.0
57,3,0.9411,1.0,0.0441,0.0148,0.0,0.0
58,3,0.9614,1.0,0.0386,0.0,0.0,0.0
59,3,0.9702,1.0,0.0298,0.0,0.0,0.0
60,3,0.9516,1.0,0.0339,0.0145,0.0,0.0
61,3,0.963,1.0,0.037,0.0,0.0,0.0
62,3,0.9609,1.0,0.0391,0.0,0.0,0.0
63,3,0.9491,1.0,0.0378,0.0131,0.0,0.0
64,3,0.9636,1.0,0.0364,0.0,0.0,0.0
65,3,0.9658,1.0,0.0342,0.0,0.0,0.0
66,3,0.9489,1.0,0.0391,0.012,0.0,0.0
67,3,0.9641,1.0,0.0359,0.0,0.0,0.0
68,3,0.965,1.0,0.035,0.0,0.0,0.0
69,3,0.9537,1.0,0.0358,0.0105,0.0,0.0
70,3,0.9674,1.0,0.0326,0.0,0.0,0.0
71,3,0.9735,1.0,0.0265,0.0,0.0,0.0
72,3,0.9531,1.0,0.0351,0.0118,0.0,0.0
73,3,0.9651,1.0,0.0349,0.0,0.0,0.0
74,3,0.9654,1.0,0.0346,0.0,0.0,0.0
75,3,0.9548,1.0,0.0348,0.0104,0.0,0.0
76,3,0.9699,1.0,0.0301,0.0,0.0,0.0
77,3,0.9712,1.0,0.0288,0.0,0.0,0.0
78,3,0.9572,1.0,0.0327,0.0101,0.0,0.0
79,3,0.9679,1.0,0.0321,0.0,0.0,0.0
80,3,0.9669,1.0,0.0331,0.0,0.0,0.0
81,3,0.9596,1.0,0.0303,0.0101,0.0,0.0
82,3,0.9686,1.0,0.0314,0.0,0.0,0.0
83,3,0.9701,1.0,0.0299,0.0,0.0,0.0
84,3,0.9627,1.0,0.0289,0.0084,0.0,0.0
85,3,0.9673,1.0,0.0327,0.0,0.0,0.0
86,3,0.966,1.0,0.034,0.0,0.0,0.0
87,3,0.9585,1.0,0.0323,0.0092,0.0,0.0
88,3,0.9689,1.0,0.0311,0.0,0.0,0.0
89,3,0.9708,1.0,0.0292,0.0,0.0,0.0
90,3,0.9634,1.0,0.0291,0.0075,0.0,0.0
91,3,0.968,1.0,0.032,0.0,0.0,0.0
92,3,0.9714,1.0,0.0286,0.0,0.0,0.0
93,3,0.9596,1.0,0.0317,0.0087,0.0,0.0
94,3,0.9689,1.0,0.0311,0.0,0.0,0.0
95,3,0.9694,1.0,0.0306,0.0,0.0,0.0
96,3,0.9623,1.0,0.0308,0.0069,0.0,0.0
97,3,0.9702,1.0,0.0298,0.0,0.0,0.0
98,3,0.9693,1.0,0.0307,0.0,0.0,0.0
99,3,0.9612,1.0,0.029,0.0098,0.0,0.0
100,3,0.9692,1.0,0.0308,0.0,0.0,0.0
5,4,0.8686,1.0,0.1269,0.0045,0.0,0.0
6,4,0.8118,1.0,0.1617,0.0265,0.0,0.0
7,4,0.9319,1.0,0.0655,0.0026,0.0,0.0
8,4,0.8371,1.0,0.1126,0.0112,0.0391,0.0
9,4,0.86,1.0,0.1148,0.0252,0.0,0.0
10,4,0.8832,1.0,0.1105,0.0063,0.0,0.0
11,4,0.9015,1.0,0.0813,0.0172,0.0,0.0
12,4,0.8792,0.9999999999999999,0.0933,0.0044,0.0231,0.0
13,4,0.8936,0.9999999999999999,0.0941,0.0123,0.0,0.0
14,4,0.8993,1.0,0.0979,0.0028,0.0,0.0
15,4,0.9161,1.0,0.0763,0.0076,0.0,0.0
16,4,0.8942,1.0,0.0772,0.0148,0.0138,0.0
17,4,0.9141,1.0,0.0804,0.0055,0.0,0.0
18,4,0.9142,1.0,0.076,0.0098,0.0,0.0
19,4,0.9366,1.0,0.0598,0.0036,0.0,0.0
20,4,0.9117,0.9999999999999999,0.0718,0.006,0.0105,0.0
21,4,0.9257,1.0,0.0666,0.0077,0.0,0.0
22,4,0.9288,1.0,0.0676,0.0036,0.0,0.0
23,4,0.9315,1.0,0.0593,0.0092,0.0,0.0
24,4,0.9267,0.9999999999999999,0.0609,0.0044,0.008,0.0
25,4,0.932,1.0,0.0619,0.0061,0.0,0.0
26,4,0.9338,1.0,0.064,0.0022,0.0,0.0
27,4,0.9402,1.0,0.0545,0.0053,0.0,0.0
28,4,0.9318,1.0,0.0581,0.0049,0.0052,0.0
29,4,0.9388,1.0,0.0582,0.003,0.0,0.0
30,4,0.9405,1.0,0.055,0.0045,0.0,0.0
31,4,0.9479,1.0,0.0495,0.0026,0.0,0.0
32,4,0.9383,1.0,0.0515,0.0048,0.0054,0.0
33,4,0.9426,1.0,0.0535,0.0039,0.0,0.0
34,4,0.9464,1.0,0.05,0.0036,0.0,0.0
35,4,0.9482,1.0,0.0469,0.0049,0.0,0.0
36,4,0.942,0.9999999999999999,0.0517,0.002,0.0043,0.0
37,4,0.9432,1.0,0.0529,0.0039,0.0,0.0
38,4,0.9435,1.0,0.0545,0.002,0.0,0.0
39,4,0.949,1.0,0.0471,0.0039,0.0,0.0
40,4,0.9463,1.0,0.0468,0.0031,0.0038,0.0
41,4,0.9505,1.0,0.0474,0.0021,0.0,0.0
42,4,0.9472,1.0,0.0486,0.0042,0.0,0.0
43,4,0.9574,1.0,0.0405,0.0021,0.0,0.0
44,4,0.9507,0.9999999999999999,0.0436,0.0032,0.0025,0.0
45,4,0.9563,1.0,0.0415,0.0022,0.0,0.0
46,4,0.9542,1.0,0.0433,0.0025,0.0,0.0
47,4,0.9561,1.0,0.041,0.0029,0.0,0.0
48,4,0.9529,0.9999999999999999,0.0416,0.0025,0.003,0.0
49,4,0.955,0.9999999999999999,0.0425,0.0025,0.0,0.0
50,4,0.9587,1.0,0.0406,0.0007,0.0,0.0
51,4,0.958,1.0,0.0394,0.0026,0.0,0.0
52,4,0.9503,1.0,0.0436,0.003,0.0031,0.0
53,4,0.9586,1.0,0.0378,0.0036,0.0,0.0
54,4,0.9571,1.0,0.039,0.0039,0.0,0.0
55,4,0.9573,1.0,0.0413,0.0014,0.0,0.0
56,4,0.9595,1.0,0.0361,0.0027,0.0017,0.0
57,4,0.9581,1.0,0.039,0.0029,0.0,0.0
58,4,0.9575,1.0,0.0392,0.0033,0.0,0.0
59,4,0.9574,1.0,0.0396,0.003,0.0,0.0
60,4,0.9544,1.0,0.0408,0.0023,0.0025,0.0
61,4,0.9609,0.9999999999999999,0.0367,0.0024,0.0,0.0
62,4,0.9646,1.0,0.034,0.0014,0.0,0.0
63,4,0.9605,1.0,0.0368,0.0027,0.0,0.0
64,4,0.9615,1.0,0.0354,0.0014,0.0017,0.0
65,4,0.9595,1.0,0.0377,0.0028,0.0,0.0
66,4,0.9651,0.9999999999999999,0.0325,0.0024,0.0,0.0
67,4,0.9636,1.0,0.035,0.0014,0.0,0.0
68,4,0.9585,1.0,0.0369,0.0026,0.002,0.0
69,4,0.962,0.9999999999999999,0.0367,0.0013,0.0,0.0
70,4,0.9645,1.0,0.0345,0.001,0.0,0.0
71,4,0.9623,1.0,0.0362,0.0015,0.0,0.0
72,4,0.961,1.0,0.0351,0.002,0.0019,0.0
73,4,0.9604,1.0,0.0371,0.0025,0.0,0.0
74,4,0.9656,1.0,0.0335,0.0009,0.0,0.0
75,4,0.9651,1.0,0.0328,0.0021,0.0,0.0
76,4,0.9591,0.9999999999999999,0.0374,0.0025,0.001,0.0
77,4,0.964,1.0,0.034,0.002,0.0,0.0
78,4,0.9638,1.0,0.0332,0.003,0.0,0.0
79,4,0.9648,1.0,0.0332,0.002,0.0,0.0
80,4,0.9616,1.0,0.0341,0.0023,0.002,0.0
81,4,0.9656,1.0,0.0331,0.0013,0.0,0.0
82,4,0.9689,1.0,0.0301,0.001,0.0,0.0
83,4,0.9653,1.0,0.0337,0.001,0.0,0.0
84,4,0.9644,1.0,0.0327,0.0021,0.0008,0.0
85,4,0.968,0.9999999999999999,0.0305,0.0015,0.0,0.0
86,4,0.9679,0.9999999999999999,0.0306,0.0015,0.0,0.0
87,4,0.9694,1.0,0.0291,0.0015,0.0,0.0
88,4,0.9664,1.0,0.031,0.0017,0.0009,0.0
89,4,0.965,1.0,0.0342,0.0008,0.0,0.0
90,4,0.9692,0.9999999999999999,0.0293,0.0015,0.0,0.0
91,4,0.9689,1.0,0.0301,0.001,0.0,0.0
92,4,0.9679,0.9999999999999999,0.0296,0.0013,0.0012,0.0
93,4,0.9705,1.0,0.0287,0.0008,0.0,0.0
94,4,0.9694,1.0,0.0289,0.0017,0.0,0.0
95,4,0.9724,1.0,0.0269,0.0007,0.0,0.0
96,4,0.9686,0.9999999999999999,0.0296,0.0014,0.0004,0.0
97,4,0.9681,1.0,0.0303,0.0016,0.0,0.0
98,4,0.9709,1.0,0.0279,0.0012,0.0,0.0
99,4,0.9695,1.0,0.029,0.0015,0.0,0.0
100,4,0.9673,1.0,0.0311,0.0008,0.0008,0.0
5,5,0.8154,1.0,0.0857,0.0361,0.0232,0.0396
6,5,0.8652,1.0,0.1184,0.0151,0.0013,0.0
7,5,0.8913,1.0,0.105,0.0037,0.0,0.0
8,5,0.8926,1.0,0.1017,0.0046,0.0011,0.0
