num_voters,num_alternatives,unique_winner_frequency,winner_frequency,2_winner_frequency,3_winner_frequency,4_winner_frequency,5_winner_frequency
71,5,0.9727,0.9999999999999999,0.0257,0.0014,0.0002,0.0
72,5,0.9727,1.0,0.0262,0.001,0.0001,0.0
73,5,0.97,1.0,0.0283,0.0017,0.0,0.0
74,5,0.971,1.0,0.0272,0.0017,0.0001,0.0
75,5,0.9702,1.0,0.0281,0.0016,0.0,0.0001
76,5,0.9713,1.0000000000000002,0.027,0.0016,0.0001,0.0
77,5,0.9726,1.0,0.0255,0.0018,0.0001,0.0
78,5,0.9735,1.0,0.0251,0.0013,0.0001,0.0
79,5,0.9739,0.9999999999999999,0.0255,0.0005,0.0001,0.0
80,5,0.9734,1.0,0.0251,0.0012,0.0,0.0003
81,5,0.9731,0.9999999999999999,0.0255,0.0013,0.0001,0.0
82,5,0.9705,1.0,0.0285,0.0008,0.0002,0.0
83,5,0.9742,0.9999999999999999,0.0245,0.0012,0.0001,0.0
84,5,0.9713,1.0,0.0271,0.0014,0.0002,0.0
85,5,0.9732,0.9999999999999999,0.025,0.0015,0.0001,0.0002
86,5,0.9724,1.0,0.026,0.0012,0.0004,0.0
87,5,0.9728,1.0,0.0258,0.0013,0.0001,0.0
88,5,0.9731,1.0,0.026,0.0006,0.0003,0.0
89,5,0.9737,1.0,0.0253,0.001,0.0,0.0
90,5,0.9727,1.0,0.0253,0.0018,0.0001,0.0001
91,5,0.9756,1.0,0.0226,0.0018,0.0,0.0
92,5,0.9702,0.9999999999999999,0.0287,0.001,0.0001,0.0
93,5,0.9787,1.0,0.0206,0.0007,0.0,0.0
94,5,0.9769,1.0,0.0223,0.0007,0.0001,0.0
95,5,0.9742,1.0,0.0237,0.0019,0.0,0.0002
96,5,0.9763,1.0,0.023,0.0007,0.0,0.0
97,5,0.9752,1.0,0.024,0.0007,0.0001,0.0
98,5,0.9739,1.0,0.0248,0.0012,0.0001,0.0
99,5,0.9756,1.0,0.0229,0.0013,0.0002,0.0
100,5,0.9731,0.9999999999999999,0.0256,0.0012,0.0001,0.0
